DateTime,Quad Color,Wire Pair,Temp [C],Humidity ,Loop Resistance [kohms],ADC Threshold,ADC Threshold 2,Loop Resistance 2 [kohms]
2024-09-18 10:37:00,White,WP0,33,24.0,0.157114,0x0056,0x0057,
2024-09-18 10:37:00,White,WP1,33,24.0,0.157238,0x0058,0x0057,
2024-09-18 10:37:00,Brown,WP0,33,24.0,0.155123,0x005a,0x005a,
2024-09-18 10:37:00,Brown,WP1,33,24.0,0.155509,0x005a,0x005a,
2024-09-18 16:00:00,Pink,WP0,32,24.0,,0x0069,0x006a,0.152883
2024-09-18 16:00:00,Pink,WP1,32,24.0,0.153129,0x005f,0x005f,
2024-09-18 16:00:00,White,WP0,32,24.0,0.15706,0x0060,0x0062,0.157104
2024-09-18 16:00:00,White,WP1,32,24.0,0.157152,0x0057,0x0056,0.157172
2024-09-18 16:00:00,Brown,WP0,32,24.0,0.155112,0x0064,0x0063,0.155083
2024-09-18 16:00:00,Brown,WP1,32,24.0,0.155459,0x005a,0x005b,0.155432
2024-09-20 10:23:00,Pink,WP0,26,36.0,0.150318,0x006f,0x006d,0.150318
2024-09-20 10:23:00,Pink,WP1,26,36.0,0.150549,0x0061,0x0060,0.150546
2024-09-20 10:23:00,White,WP0,26,36.0,0.154544,0x0069,0x0067,0.154451
2024-09-20 10:23:00,White,WP1,26,36.0,0.15454,0x005b,0x005b,0.154525
2024-09-20 10:23:00,Brown,WP0,26,36.0,0.152522,0x0069,0x0069,0.152513
2024-09-20 10:23:00,Brown,WP1,26,36.0,0.152829,0x005d,0x005d,0.152833
2024-09-20 16:30:00,Pink,WP0,26,36.0,,0x006e,0x006f,0.1500083
2024-09-20 16:30:00,Pink,WP1,26,36.0,0.150349,0x0062,0x0061,0.150337
2024-09-20 16:30:00,White,WP0,26,36.0,0.154272,0x0068,0x0068,0.154236
2024-09-20 16:30:00,White,WP1,26,36.0,0.154326,0x005b,0x005d,0.154292
2024-09-20 16:30:00,Brown,WP0,26,36.0,0.152316,0x0069,0x006b,0.152321
2024-09-20 16:30:00,Brown,WP1,26,36.0,0.152626,0x005d,0x005e,0.152616
2024-09-21 16:45:00,Pink,WP0,25,37.0,0.14952,0x006f,0x006f,0.149529
2024-09-21 16:45:00,Pink,WP1,25,37.0,0.149782,0x005b,0x0061,0.149768
2024-09-21 16:45:00,White,WP0,25,37.0,0.153642,0x0069,0x006a,0.153647
2024-09-21 16:45:00,White,WP1,25,37.0,0.153708,0x005b,0x005c,0.153722
2024-09-21 16:45:00,Brown,WP0,25,37.0,0.151722,0x006a,0x0069,0.151731
2024-09-21 16:45:00,Brown,WP1,25,37.0,0.152043,0x005e,0x005f,0.152074
2024-09-23 10:19:00,Pink,WP0,25,38.0,0.149108,0x0070,0x006f,0.149125
2024-09-23 10:19:00,Pink,WP1,25,38.0,0.149334,0x0063,0x0063,0.149356
2024-09-23 10:19:00,White,WP0,25,38.0,0.1531196,0x006a,0x0066,0.153245
2024-09-23 10:19:00,White,WP1,25,38.0,0.153263,0x005b,0x005c,0.153281
2024-09-23 10:19:00,Brown,WP0,25,38.0,0.151273,0x0069,0x006a,0.151308
2024-09-23 10:19:00,Brown,WP1,25,38.0,0.151589,0x005f,0x005f,0.15516
2024-09-23 16:00:00,Pink,WP0,25,38.0,0.149624,0x006e,0x006e,0.149624
2024-09-23 16:00:00,Pink,WP1,25,38.0,0.1492982,0x0062,0x0061,0.149817
2024-09-23 16:00:00,White,WP0,25,38.0,0.153163,0x0067,0x0068,0.153664
2024-09-23 16:00:00,White,WP1,25,38.0,0.153225,0x005c,0x005b,0.153747
2024-09-23 16:00:00,Brown,WP0,25,38.0,0.151236,0x006f,0x006f,0.151747
2024-09-23 16:00:00,Brown,WP1,25,38.0,0.151545,0x0061,0x0062,0.152113
2024-09-24 11:58:00,Pink,WP0,24,40.0,0.14939,0x0078,0x007a,
2024-09-24 11:58:00,Pink,WP1,24,40.0,0.149651,0x007a,0x007a,
2024-09-24 11:58:00,White,WP0,24,40.0,0.153485,0x0072,0x0073,
2024-09-24 11:58:00,White,WP1,24,40.0,0.15357,0x0073,0x0071,
2024-09-24 11:58:00,Brown,WP0,24,40.0,0.151593,0x0075,0x0074,
2024-09-24 11:58:00,Brown,WP1,24,40.0,0.151898,0x0074,0x0074,
2024-09-24 16:00:00,Pink,WP0,25,40.0,,0x0079,0x007a,0.149339
2024-09-24 16:00:00,Pink,WP1,25,40.0,0.149478,0x006b,0x006c,0.149583
2024-09-24 16:00:00,White,WP0,25,40.0,0.153436,0x0072,0x0073,0.153428
2024-09-24 16:00:00,White,WP1,25,40.0,0.153515,0x0066,0x0064,0.153515
2024-09-24 16:00:00,Brown,WP0,25,40.0,0.151522,0x0074,0x0074,0.151534
2024-09-24 16:00:00,Brown,WP1,25,40.0,0.15184,0x0066,0x0067,0.151855
2024-10-16 11:06:00,Pink,WP0,24,32.0,0.148973,0x007e,,
2024-10-16 11:06:00,Pink,WP1,24,32.0,0.149179,0x0079,,
2024-10-16 11:06:00,White,WP0,24,32.0,0.153053,0x0074,,
2024-10-16 11:06:00,White,WP1,24,32.0,0.153086,0x0071,,
2024-10-16 11:06:00,Brown,WP0,24,32.0,0.151161,0x0077,,
2024-10-16 11:06:00,Brown,WP1,24,32.0,0.151425,0x0077,,
,Pink,WP0,24,37.0,,0x007e,,
,Pink,WP1,24,37.0,0.149215,0x0076,,
,White,WP0,24,37.0,0.153037,0x0076,,
,White,WP1,24,37.0,0.153063,0x0070,,
,Brown,WP0,24,37.0,0.15116,0x0077,,
,Brown,WP1,24,37.0,0.151432,0x0074,,
,Pink,WP0,24,40.0,0.148962,0x007c,,
,Pink,WP1,24,40.0,0.149161,0x0079,,
,White,WP0,24,40.0,0.153035,0x0076,,
,White,WP1,24,40.0,0.153088,0x0070,,
,Brown,WP0,24,40.0,0.151148,0x0076,,
,Brown,WP1,24,40.0,0.151442,0x0074,,
2024-10-18 10:37:00,Pink,WP0,24,35.0,0.148925,0x007e,,
2024-10-18 10:37:00,Pink,WP1,24,35.0,0.149132,0x0077,,
2024-10-18 10:37:00,White,WP0,24,35.0,0.153005,0x0076,,
2024-10-18 10:37:00,White,WP1,24,35.0,0.153042,0x0071,,
2024-10-18 10:37:00,Brown,WP0,24,35.0,0.151088,0x0079,,
2024-10-18 10:37:00,Brown,WP1,24,35.0,0.151367,0x0074,,
,Pink,WP0,24,40.0,0.148378,0x007e,,
,Pink,WP1,24,40.0,0.14896,0x0077,,
,White,WP0,24,40.0,0.152852,0x0075,,
,White,WP1,24,40.0,0.152862,0x0072,,
,Brown,WP0,24,40.0,0.150936,0x0079,,
,Brown,WP1,24,40.0,0.151193,0x0074,,
2024-10-23 11:03:00,Pink,WP0,24,32.0,0.149092,0x007c,,
2024-10-23 11:03:00,Pink,WP1,24,32.0,0.149312,0x0079,,
2024-10-23 11:03:00,White,WP0,24,32.0,0.153221,0x0075,,
2024-10-23 11:03:00,White,WP1,24,32.0,0.153225,0x0071,,
2024-10-23 11:03:00,Brown,WP0,24,32.0,0.151275,0x0079,,
2024-10-23 11:03:00,Brown,WP1,24,32.0,0.151256,0x0072,,
,Pink,WP0,24,38.0,0.14908,0x007b,,
,Pink,WP1,24,38.0,0.149292,0x0079,,
,White,WP0,24,38.0,0.153204,0x0076,,
,White,WP1,24,38.0,0.15324,0x0072,,
,Brown,WP0,24,38.0,0.15125,0x0077,,
,Brown,WP1,24,38.0,0.151257,0x0072,,
2024-10-24 11:28:00,Pink,WP0,24,44.0,0.149039,0x007c,,
2024-10-24 11:28:00,Pink,WP1,24,44.0,0.149244,0x0079,,
2024-10-24 11:28:00,White,WP0,24,44.0,0.153123,0x0076,,
2024-10-24 11:28:00,White,WP1,24,44.0,0.153158,0x0072,,
2024-10-24 11:28:00,Brown,WP0,24,44.0,0.151212,0x0079,,
2024-10-24 11:28:00,Brown,WP1,24,44.0,0.151501,0x0074,,
,Pink,WP0,24,42.0,,0x007d,,
,Pink,WP1,24,42.0,0.148926,0x0077,,
,White,WP0,24,42.0,0.152793,0x0075,,
,White,WP1,24,42.0,0.152844,0x006f,,
,Brown,WP0,24,42.0,0.151015,0x0079,,
,Brown,WP1,24,42.0,0.151175,0x0073,,
2024-10-29 09:48:00,Pink,WP0,24,52.0,0.148898,0x007c,,
2024-10-29 09:48:00,Pink,WP1,24,52.0,0.149072,0x0076,,
2024-10-29 09:48:00,White,WP0,24,52.0,0.15297,0x0074,,
2024-10-29 09:48:00,White,WP1,24,52.0,0.152984,0x0070,,
2024-10-29 09:48:00,Brown,WP0,24,52.0,0.151048,0x0076,,
2024-10-29 09:48:00,Brown,WP1,24,52.0,0.15131,0x0072,,
,Pink,WP0,24,47.0,,0x007c,,
,Pink,WP1,24,47.0,0.149264,0x0076,,
,White,WP0,24,47.0,0.153138,0x0074,,
,White,WP1,24,47.0,0.153185,0x006e,,
,Brown,WP0,24,47.0,0.151252,0x0076,,
,Brown,WP1,24,47.0,0.151525,0x0072,,
2024-10-30 11:56:00,Pink,WP0,24,40.0,0.149186,0x007c,,
2024-10-31 11:56:00,Pink,WP1,24,40.0,0.149381,0x0076,,
2024-11-01 11:56:00,White,WP0,24,40.0,0.15326,0x0072,,
2024-11-02 11:56:00,White,WP1,24,40.0,0.153304,0x006e,,
2024-11-03 11:56:00,Brown,WP0,24,40.0,0.151355,0x0075,,
2024-11-04 11:56:00,Brown,WP1,24,40.0,0.151631,0x0070,,
2024-10-30 16:00:00,Pink,WP0,24,47.0,,0x007b,,
2024-10-30 16:00:00,Pink,WP1,24,47.0,0.149362,0x0076,,
2024-10-30 16:00:00,White,WP0,24,47.0,0.153223,0x0072,,
2024-10-30 16:00:00,White,WP1,24,47.0,0.153264,0x006e,,
2024-10-30 16:00:00,Brown,WP0,24,47.0,0.151328,0x0076,,
2024-10-30 16:00:00,Brown,WP1,24,47.0,0.151622,0x0070,,
2024-10-31 10:32:00,Pink,WP0,24,55.0,0.149001,0x007b,,
2024-10-31 10:32:00,Pink,WP1,24,55.0,0.149212,0x0076,,
2024-10-31 10:32:00,White,WP0,24,55.0,0.15308,0x0072,,
2024-10-31 10:32:00,White,WP1,24,55.0,0.153133,0x006f,,
2024-10-31 10:32:00,Brown,WP0,24,55.0,0.151173,0x0075,,
2024-10-31 10:32:00,Brown,WP1,24,55.0,0.151455,0x0071,,
2024-10-31 16:15:00,Pink,WP0,24,56.0,,0x007b,,
2024-10-31 16:15:00,Pink,WP1,24,56.0,0.149198,0x0076,,
2024-10-31 16:15:00,White,WP0,24,56.0,0.15308,0x0073,,
2024-10-31 16:15:00,White,WP1,24,56.0,0.153124,0x006e,,
2024-10-31 16:15:00,Brown,WP0,24,56.0,0.151174,0x0074,,
2024-10-31 16:15:00,Brown,WP1,24,56.0,0.151432,0x0070,,
2024-11-01 09:35:00,Pink,WP0,24,35.0,0.148845,0x007a,,
2024-11-01 09:35:00,Pink,WP1,24,35.0,0.149046,0x0075,,
2024-11-01 09:35:00,White,WP0,24,35.0,0.152937,0x0072,,
2024-11-01 09:35:00,White,WP1,24,35.0,0.152983,0x006d,,
2024-11-01 09:35:00,Brown,WP0,24,35.0,0.151023,0x0076,,
2024-11-01 09:35:00,Brown,WP1,24,35.0,0.151312,0x0070,,
2024-11-04 10:52:00,Pink,WP0,24,49.0,0.148695,0x007c,,
2024-11-04 10:52:00,Pink,WP1,24,49.0,0.148907,0x007b,,
2024-11-04 10:52:00,White,WP0,24,49.0,0.15275,0x0071,,
2024-11-04 10:52:00,White,WP1,24,49.0,0.152814,0x0072,,
2024-11-04 10:52:00,Brown,WP0,24,49.0,0.150854,0x0076,,
2024-11-04 10:52:00,Brown,WP1,24,49.0,0.151147,0x0075,,
2024-11-04 16:00:00,Pink,WP0,23,52.0,0.148573,0x0079,,
2024-11-04 16:00:00,Pink,WP1,23,52.0,0.148798,0x0074,,
2024-11-04 16:00:00,White,WP0,23,52.0,0.15262,0x0072,,
2024-11-04 16:00:00,White,WP1,23,52.0,0.15264,0x006d,,
2024-11-04 16:00:00,Brown,WP0,23,52.0,0.15071,0x0076,,
2024-11-04 16:00:00,Brown,WP1,23,52.0,0.150985,0x0071,,
2024-11-05 16:00:00,Pink,WP0,23,51.0,0.148619,0x0071,,
2024-11-05 16:00:00,Pink,WP1,23,51.0,0.148798,0x006d,,
2024-11-05 16:00:00,White,WP0,23,51.0,0.152672,0x0068,,
2024-11-05 16:00:00,White,WP1,23,51.0,0.152702,0x0066,,
2024-11-05 16:00:00,Brown,WP0,23,51.0,0.150776,0x006d,,
2024-11-05 16:00:00,Brown,WP1,23,51.0,0.151052,0x0069,,
2024-11-06 09:30:00,Pink,WP0,23,55.0,0.148735,0x006f,,
2024-11-06 09:30:00,Pink,WP1,23,55.0,0.148951,0x006c,,
2024-11-06 09:30:00,White,WP0,23,55.0,0.152768,0x0069,,
2024-11-06 09:30:00,White,WP1,23,55.0,0.152732,0x0065,,
2024-11-06 09:30:00,Brown,WP0,23,55.0,0.150912,0x006c,,
2024-11-06 09:30:00,Brown,WP1,23,55.0,0.151068,0x0067,,
2024-11-07 10:30:00,Pink,WP0,23,51.0,0.148612,0x0077,,
2024-11-07 10:30:00,Pink,WP1,23,51.0,0.148811,0x0071,,
2024-11-07 10:30:00,White,WP0,23,51.0,0.152646,0x006e,,
2024-11-07 10:30:00,White,WP1,23,51.0,0.152713,0x006b,,
2024-11-07 10:30:00,Brown,WP0,23,51.0,0.150759,0x006b,,
2024-11-07 10:30:00,Brown,WP1,23,51.0,0.151082,0x006e,,
2024-11-07 16:30:00,Pink,WP0,23,50.0,0.148545,0x0077,,
2024-11-07 16:30:00,Pink,WP1,23,50.0,0.148746,0x0072,,
2024-11-07 16:30:00,White,WP0,23,50.0,0.1526,0x006f,,
2024-11-07 16:30:00,White,WP1,23,50.0,0.152641,0x006b,,
2024-11-07 16:30:00,Brown,WP0,23,50.0,0.1507,0x0072,,
2024-11-07 16:30:00,Brown,WP1,23,50.0,0.151011,0x006d,,
2024-11-08 12:10:00,Pink,WP0,24,41.0,0.148483,0x0072,,
2024-11-08 12:10:00,Pink,WP1,24,41.0,0.1487,0x006f,,
2024-11-08 12:10:00,White,WP0,24,41.0,0.152591,0x006b,,
2024-11-08 12:10:00,White,WP1,24,41.0,0.152604,0x006a,,
2024-11-08 12:10:00,Brown,WP0,24,41.0,0.150634,0x006d,,
2024-11-08 12:10:00,Brown,WP1,24,41.0,0.150933,0x006d,,
2024-11-08 16:40:00,Pink,WP0,23,49.0,0.148592,0x0076,,
2024-11-08 16:40:00,Pink,WP1,23,49.0,0.148817,0x006f,,
2024-11-08 16:40:00,White,WP0,23,49.0,0.152535,0x006f,,
2024-11-08 16:40:00,White,WP1,23,49.0,0.152586,0x006b,,
2024-11-08 16:40:00,Brown,WP0,23,49.0,0.150635,0x0071,,
2024-11-08 16:40:00,Brown,WP1,23,49.0,0.150914,0x006c,,
2024-11-11 13:06:00,Pink,WP0,23,48.0,0.148553,0x0070,,
2024-11-11 13:06:00,Pink,WP1,23,48.0,0.148786,0x006d,,
2024-11-11 13:06:00,White,WP0,23,48.0,0.152588,0x006a,,
2024-11-11 13:06:00,White,WP1,23,48.0,0.152624,0x0069,,
2024-11-11 13:06:00,Brown,WP0,23,48.0,0.150648,0x006d,,
2024-11-11 13:06:00,Brown,WP1,23,48.0,0.150951,0x0069,,
2024-11-11 17:00:00,Pink,WP0,23,50.0,0.148438,0x0073,,
2024-11-11 17:00:00,Pink,WP1,23,50.0,0.148607,0x006e,,
2024-11-11 17:00:00,White,WP0,23,50.0,0.152474,0x006b,,
2024-11-11 17:00:00,White,WP1,23,50.0,0.152525,0x0067,,
2024-11-11 17:00:00,Brown,WP0,23,50.0,0.150573,0x006e,,
2024-11-11 17:00:00,Brown,WP1,23,50.0,0.150862,0x0068,,
2024-11-12 11:12:00,Pink,WP0,22,62.0,0.148212,0x0074,,
2024-11-12 11:12:00,Pink,WP1,22,62.0,0.14842,0x006f,,
2024-11-12 11:12:00,White,WP0,22,62.0,0.152274,0x006c,,
2024-11-12 11:12:00,White,WP1,22,62.0,0.152311,0x0069,,
2024-11-12 11:12:00,Brown,WP0,22,62.0,0.150364,0x006f,,
2024-11-12 11:12:00,Brown,WP1,22,62.0,0.15065,0x0069,,
2024-11-12 17:20:00,Pink,WP0,22,64.0,0.148147,0x0073,,
2024-11-12 17:20:00,Pink,WP1,22,64.0,0.148407,0x006e,,
2024-11-12 17:20:00,White,WP0,22,64.0,0.152212,0x006c,,
2024-11-12 17:20:00,White,WP1,22,64.0,0.152276,0x0067,,
2024-11-12 17:20:00,Brown,WP0,22,64.0,0.150329,0x006d,,
2024-11-12 17:20:00,Brown,WP1,22,64.0,0.150622,0x0069,,
2024-11-13 10:12:00,Pink,WP0,21,63.0,0.147958,0x0070,,
2024-11-13 10:12:00,Pink,WP1,21,63.0,0.148145,0x006d,,
2024-11-13 10:12:00,White,WP0,21,63.0,0.15201,0x006b,,
2024-11-13 10:12:00,White,WP1,21,63.0,0.152076,0x0068,,
2024-11-13 10:12:00,Brown,WP0,21,63.0,0.150083,0x006d,,
2024-11-13 10:12:00,Brown,WP1,21,63.0,0.150477,0x0069,,
2024-11-13 16:35:00,Pink,WP0,22,62.0,0.147909,0x0070,,
2024-11-13 16:35:00,Pink,WP1,22,62.0,0.148088,0x006d,,
2024-11-13 16:35:00,White,WP0,22,62.0,0.151943,0x006a,,
2024-11-13 16:35:00,White,WP1,22,62.0,0.151986,0x0067,,
2024-11-13 16:35:00,Brown,WP0,22,62.0,0.150025,0x006b,,
2024-11-13 16:35:00,Brown,WP1,22,62.0,0.150331,0x0069,,
2024-11-14 09:31:00,Pink,WP0,22,63.0,0.147947,0x006f,,
2024-11-14 09:31:00,Pink,WP1,22,63.0,0.148139,0x006b,,
2024-11-14 09:31:00,White,WP0,22,63.0,0.152274,0x0069,,
2024-11-14 09:31:00,White,WP1,22,63.0,0.152031,0x0065,,
2024-11-14 09:31:00,Brown,WP0,22,63.0,0.150375,0x006b,,
2024-11-14 09:31:00,Brown,WP1,22,63.0,0.150316,0x0067,,
2024-11-14 16:40:00,Pink,WP0,22,63.0,0.147884,0x006e,,
2024-11-14 16:40:00,Pink,WP1,22,63.0,0.148074,0x006a,,
2024-11-14 16:40:00,White,WP0,22,63.0,0.151906,0x0068,,
2024-11-14 16:40:00,White,WP1,22,63.0,0.151951,0x0065,,
2024-11-14 16:40:00,Brown,WP0,22,63.0,0.150002,0x0067,,
2024-11-14 16:40:00,Brown,WP1,22,63.0,0.15029,0x0065,,
2024-11-15 11:14:00,Pink,WP0,22,68.0,0.147933,0x006b,,
2024-11-15 11:14:00,Pink,WP1,22,68.0,0.148093,0x0069,,
2024-11-15 11:14:00,White,WP0,22,68.0,0.151975,0x0065,,
2024-11-15 11:14:00,White,WP1,22,68.0,0.151979,0x0060,,
2024-11-15 11:14:00,Brown,WP0,22,68.0,0.150083,0x0069,,
2024-11-15 11:14:00,Brown,WP1,22,68.0,0.150336,0x0064,,
2024-11-15 16:30:00,Pink,WP0,22,70.0,0.14787,0x006b,,
2024-11-15 16:30:00,Pink,WP1,22,70.0,0.148092,0x0067,,
2024-11-15 16:30:00,White,WP0,22,70.0,0.151927,0x0064,,
2024-11-15 16:30:00,White,WP1,22,70.0,0.151996,0x0060,,
2024-11-15 16:30:00,Brown,WP0,22,70.0,0.15002,0x0067,,
2024-11-15 16:30:00,Brown,WP1,22,70.0,0.150328,0x0064,,
2024-11-18 11:52:00,Pink,WP0,24,52.0,0.148375,0x005c,,
2024-11-18 11:52:00,Pink,WP1,24,52.0,0.148542,0x0060,,
2024-11-18 11:52:00,White,WP0,24,52.0,0.15243,0x004d,,
2024-11-18 11:52:00,White,WP1,24,52.0,0.152419,0x0050,,
2024-11-18 11:52:00,Brown,WP0,24,52.0,0.15052,0x005f,,
2024-11-18 11:52:00,Brown,WP1,24,52.0,0.510791,0x005c,,
2024-11-18 16:00:00,Pink,WP0,23,58.0,0.148286,0x0065,,
2024-11-18 16:00:00,Pink,WP1,23,58.0,0.14854,0x005f,,
2024-11-18 16:00:00,White,WP0,23,58.0,0.152367,0x0053,,
2024-11-18 16:00:00,White,WP1,23,58.0,0.152425,0x0050,,
2024-11-18 16:00:00,Brown,WP0,23,58.0,0.15045,0x005e,,
2024-11-18 16:00:00,Brown,WP1,23,58.0,0.150755,0x005a,,
2024-11-20 11:30:00,Pink,WP0,23,60.0,0.148398,0x0060,,
2024-11-20 11:30:00,Pink,WP1,23,60.0,0.148605,0x005d,,
2024-11-20 11:30:00,White,WP0,23,60.0,0.152456,0x004e,,
2024-11-20 11:30:00,White,WP1,23,60.0,0.152502,0x004b,,
2024-11-20 11:30:00,Brown,WP0,23,60.0,0.150614,0x005d,,
2024-11-20 11:30:00,Brown,WP1,23,60.0,0.150839,0x0059,,
2024-11-20 17:00:00,Pink,WP0,22,62.0,0.148267,0x0060,,
2024-11-20 17:00:00,Pink,WP1,22,62.0,0.1485,0x005c,,
2024-11-20 17:00:00,White,WP0,22,62.0,0.152326,0x004d,,
2024-11-20 17:00:00,White,WP1,22,62.0,0.152382,0x004b,,
2024-11-20 17:00:00,Brown,WP0,22,62.0,0.150407,0x0057,,
2024-11-20 17:00:00,Brown,WP1,22,62.0,0.150717,0x0059,,
2024-10-14 10:45:00,Pink,WP0,24,31.0,0.149413,0x007d,,
2024-10-14 10:45:00,Pink,WP1,24,31.0,0.149696,0x007a,,
2024-10-14 10:45:00,White,WP0,24,31.0,0.153557,0x0076,,
2024-10-14 10:45:00,White,WP1,24,31.0,0.153552,0x0071,,
2024-10-14 10:45:00,Brown,WP0,24,31.0,0.151546,0x0076,,
2024-10-14 10:45:00,Brown,WP1,24,31.0,0.151822,0x0075,,
2024-10-15 10:48:00,Pink,WP0,24,33.0,0.149064,0x007c,,
2024-10-15 10:48:00,Pink,WP1,24,33.0,0.14927,0x0077,,
2024-10-15 10:48:00,White,WP0,24,33.0,0.153338,0x0076,,
2024-10-15 10:48:00,White,WP1,24,33.0,0.153192,0x0072,,
2024-10-15 10:48:00,Brown,WP0,24,33.0,0.151346,0x0077,,
2024-10-15 10:48:00,Brown,WP1,24,33.0,0.151528,0x0074,,
2024-10-15 00:00:00,Pink,WP0,24,32.0,0.148907,0x007d,,
2024-10-15 00:00:00,Pink,WP1,24,32.0,0.149148,0x0079,,
2024-10-15 00:00:00,White,WP0,24,32.0,0.153005,0x0076,,
2024-10-15 00:00:00,White,WP1,24,32.0,0.153067,0x0071,,
2024-10-15 00:00:00,Brown,WP0,24,32.0,0.15109,0x0079,,
2024-10-15 00:00:00,Brown,WP1,24,32.0,0.151385,0x0074,,
2024-10-15 00:00:00,Pink,WP0,24,28.0,0.149239,0x007c,,
2024-10-15 00:00:00,Pink,WP1,24,28.0,0.149483,0x0079,,
2024-10-15 00:00:00,White,WP0,24,28.0,0.153424,0x0076,,
2024-10-15 00:00:00,White,WP1,24,28.0,0.153407,0x0070,,
2024-10-15 00:00:00,Brown,WP0,24,28.0,0.151513,0x0077,,
2024-10-15 00:00:00,Brown,WP1,24,28.0,0.15173,0x0073,,
2024-10-03 10:41:00,Pink,WP0,25,31.0,0.149255,0x0063,,
2024-10-03 10:41:00,Pink,WP1,25,31.0,0.149457,0x0062,,
2024-10-03 10:41:00,White,WP0,25,31.0,0.153327,0x005c,,
2024-10-03 10:41:00,White,WP1,25,31.0,0.153379,0x005d,,
2024-10-03 10:41:00,Brown,WP0,25,31.0,0.151412,0x005f,,
2024-10-03 10:41:00,Brown,WP1,25,31.0,0.151694,0x005e,,
2024-10-01 10:36:00,Pink,WP1,25,39.0,0.149673,0x006a,,
2024-10-01 10:36:00,White,WP0,25,39.0,0.153623,0x0063,,
2024-10-01 10:36:00,White,WP1,25,39.0,0.153605,0x0063,,
2024-10-01 10:36:00,Brown,WP0,25,39.0,0.151666,0x0066,,
2024-10-01 10:36:00,Brown,WP1,25,39.0,0.151933,0x0064,,
2024-10-01 16:00:00,Pink,WP0,25,40.0,0.149472,0x0068,,
2024-10-01 16:00:00,Pink,WP1,25,40.0,0.149643,0x0068,,
2024-10-01 16:00:00,White,WP0,25,40.0,0.153546,0x0070,,
2024-10-01 16:00:00,White,WP1,25,40.0,0.15358,0x0061,,
2024-10-01 16:00:00,Brown,WP0,25,40.0,0.151642,0x0072,,
2024-10-01 16:00:00,Brown,WP1,25,40.0,0.151914,0x0065,,
2024-09-30 16:00:00,Pink,WP0,24,41.0,0.149345,0x0078,,
2024-09-30 16:00:00,Pink,WP1,24,41.0,0.149446,0x006a,,
2024-09-30 16:00:00,White,WP0,24,41.0,0.153335,0x0071,,
2024-09-30 16:00:00,White,WP1,24,41.0,0.153397,0x0063,,
2024-09-30 16:00:00,Brown,WP0,24,41.0,0.151495,0x0073,,
2024-09-30 16:00:00,Brown,WP1,24,41.0,0.151717,0x0066,,
2024-09-27 10:25:00,Pink,WP0,25,40.0,0.149417,0x0078,,
2024-09-27 10:25:00,Pink,WP1,25,40.0,0.149627,0x006a,,
2024-09-27 10:25:00,White,WP0,25,40.0,0.153493,0x0071,,
2024-09-27 10:25:00,White,WP1,25,40.0,0.15359,0x0063,,
2024-09-27 10:25:00,Brown,WP0,25,40.0,0.151582,0x0074,,
2024-09-27 10:25:00,Brown,WP1,25,40.0,0.151876,0x0067,,
2024-09-27 16:00:00,Pink,WP0,24,37.0,0.149284,0x0077,,
2024-09-27 16:00:00,Pink,WP1,24,37.0,0.149491,0x006c,,
2024-09-27 16:00:00,White,WP0,24,37.0,0.153347,0x0071,,
2024-09-27 16:00:00,White,WP1,24,37.0,0.153432,0x0064,,
2024-09-27 16:00:00,Brown,WP0,24,37.0,0.151342,0x0073,,
2024-09-27 16:00:00,Brown,WP1,24,37.0,0.151728,0x0066,,
2024-09-25 11:12:00,Pink,WP0,25,40.0,0.149376,0x007a,,
2024-09-25 11:12:00,Pink,WP1,25,40.0,0.149595,0x006b,,
2024-09-25 11:12:00,White,WP0,25,40.0,0.153465,0x0072,,
2024-09-25 11:12:00,White,WP1,25,40.0,0.153537,0x0064,,
2024-09-25 11:12:00,Brown,WP0,25,40.0,0.151552,0x0075,,
2024-09-25 11:12:00,Brown,WP1,25,40.0,0.151859,0x0066,,
2024-09-25 16:00:00,Pink,WP0,25,40.0,0.149329,0x007a,,
2024-09-25 16:00:00,Pink,WP1,25,40.0,0.149572,0x006c,,
2024-09-25 16:00:00,White,WP0,25,40.0,0.153417,0x0072,,
2024-09-25 16:00:00,White,WP1,25,40.0,0.153488,0x0063,,
2024-09-25 16:00:00,Brown,WP0,25,40.0,0.151502,0x0074,,
2024-09-25 16:00:00,Brown,WP1,25,40.0,0.151823,0x0067,,
2024-09-26 09:38:00,Pink,WP0,25,39.0,0.149415,0x006c,,
2024-09-26 09:38:00,Pink,WP1,25,39.0,0.149667,0x006b,,
2024-09-26 09:38:00,White,WP0,25,39.0,0.153506,0x0066,,
2024-09-26 09:38:00,White,WP1,25,39.0,0.153598,0x0064,,
2024-09-26 09:38:00,Brown,WP0,25,39.0,0.151587,0x0067,,
2024-09-26 09:38:00,Brown,WP1,25,39.0,0.151992,0x0066,,
2024-09-26 13:00:00,Pink,WP0,24,40.0,0.149276,0x0078,,
2024-09-26 13:00:00,Pink,WP1,24,40.0,0.14948,0x0069,,
2024-09-26 13:00:00,White,WP0,24,40.0,0.15337,0x0071,,
2024-09-26 13:00:00,White,WP1,24,40.0,0.153402,0x0063,,
2024-09-26 13:00:00,Brown,WP0,24,40.0,0.151603,0x0073,,
2024-09-26 13:00:00,Brown,WP1,24,40.0,0.15173,0x0066,,
2024-10-03 16:00:00,Pink,WP0,25,32.0,0.149175,0x007a,,
2024-10-03 16:00:00,Pink,WP1,25,32.0,0.149436,0x007c,,
